KM,TOTAL_HL24H,TOTAL_HG24H,TOTAL_MU24H,id,COD_MUNICIPIO,TRAZADO_PLANTA,ZONA,TIPO_ACCIDENTE,CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,PRIORI_AGENTE,PRIORI_CIRCUNSTANCIAL,PRIORI_HORIZ_CEDA,PRIORI_HORIZ_STOP,PRIORI_SEMAFORO,PRIORI_VERT_CEDA,PRIORI_VERT_STOP,ANYO,MES,DIA,HORA,FRANJA_HORARIA,TIPO_DIA
17.466,1,0,0,22404,03120,Recta,Carretera,Salida de la vía por la izquierda con colisión     ,,CV-95,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,Sí,No,No,Sí,2023,6,DOMINGO,14,Tarde,Fines de semana
18.445,2,0,0,22405,03120,Recta,Carretera,Salida de la vía por la izquierda con colisión     ,,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,8,MARTES,16,Tarde,Dias laborables
9.5,1,0,0,22406,03120,Curva señalizada,Carretera,Fronto-lateral                                     ,,PICHON,Camino vecinal,Municipal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,9,VIERNES,11,Mañana,Dias laborables
15.5,0,0,1,22407,03120,Curva señalizada,Carretera,Frontal                                            ,,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,10,LUNES,14,Tarde,Dias laborables
10.531,2,0,0,22408,03120,Curva señalizada,Carretera,Fronto-lateral                                     ,,CV-941,Carretera Convencional de calzada única,Autonómica,Ascendente,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,12,MIÉRCOLES,8,Mañana,Dias laborables
19.112,1,0,0,22409,03120,Recta,Carretera,Atropello a personas                               ,,CV-95,Carretera Convencional de doble calzada,Autonómica,Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,Niebla ligera,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,12,MARTES,18,Noche,Dias laborables
83.4,1,0,0,22410,03121,Recta,Carretera,Salida de la vía por la izquierda con colisión     ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,SÁBADO,20,Noche,Fines de semana
,2,0,0,22411,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,JUEVES,14,Tarde,Dias laborables
,2,0,0,22412,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,Sí,No,No,Sí,2023,1,LUNES,14,Tarde,Dias laborables
,1,0,0,22413,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,LUNES,13,Tarde,Dias laborables
93.1,3,0,0,22414,03121,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,JUEVES,12,Tarde,Dias laborables
91.1,2,0,0,22415,03121,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,JUEVES,14,Tarde,Dias laborables
,1,0,0,22416,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,JUEVES,12,Tarde,Dias laborables
,2,0,0,22417,03121,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,Sin luz natural y con iluminación artificial encen,Lluvia débil,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,2,MIÉRCOLES,19,Noche,Dias laborables
91.25,2,0,0,22418,03121,Recta,Carretera,Fronto-lateral                                     ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2023,1,MIÉRCOLES,18,Noche,Dias laborables
,1,0,0,22419,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,Sí,No,No,Sí,2023,2,LUNES,17,Tarde,Dias laborables
10.1,2,0,0,22420,03121,Recta,Carretera,Fronto-lateral                                     ,,CV-865,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel verde,,No,No,No,No,No,Sí,No,2023,1,SÁBADO,18,Noche,Fines de semana
,1,0,0,22421,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,Sí,No,No,Sí,2023,2,VIERNES,20,Noche,Dias laborables
,1,0,0,22422,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,2,MIÉRCOLES,15,Tarde,Dias laborables
,1,0,0,22423,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,Sí,No,No,Sí,2023,3,MIÉRCOLES,10,Mañana,Dias laborables
,1,0,0,22424,03121,No aplica,Calle,Frontal                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,No,No,Sí,No,No,Sí,No,2023,2,MARTES,20,Noche,Dias laborables
,1,0,0,22425,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,Sí,No,No,Sí,2023,3,SÁBADO,13,Tarde,Fines de semana
,1,0,0,22426,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,No,2023,3,LUNES,9,Mañana,Dias laborables
,2,0,0,22427,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2023,2,VIERNES,9,Mañana,Dias laborables
,1,0,0,22428,03121,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,3,SÁBADO,17,Tarde,Fines de semana
85.35,1,0,0,22429,03121,Recta,Carretera,Fronto-lateral                                     ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2023,3,MARTES,9,Mañana,Dias laborables
,0,1,0,22430,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,2,SÁBADO,21,Noche,Fines de semana
,1,0,0,22431,03121,No aplica,Calle,Múltiple o en caravana                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,3,LUNES,20,Noche,Dias laborables
,1,0,0,22432,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Nublado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,2,LUNES,14,Tarde,Dias laborables
,1,0,0,22433,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,3,LUNES,17,Tarde,Dias laborables
,1,0,0,22434,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,Sí,No,No,Sí,2023,1,SÁBADO,11,Mañana,Fines de semana
,2,0,0,22435,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,3,DOMINGO,17,Tarde,Fines de semana
,1,0,0,22436,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,3,DOMINGO,17,Tarde,Fines de semana
88.2,1,0,0,22437,03121,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Se desconoce,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,Sí,No,No,No,No,2023,3,LUNES,14,Tarde,Dias laborables
,1,0,0,22438,03121,No aplica,Calle,Salida de la vía por la derecha otro tipo          ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,3,VIERNES,13,Tarde,Dias laborables
88.442,1,0,0,22439,03121,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,4,JUEVES,12,Tarde,Dias laborables
,1,0,0,22440,03121,No aplica,Calle,Frontal                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,4,VIERNES,14,Tarde,Dias laborables
9.0,1,0,0,22441,03121,Recta,Carretera,Fronto-lateral                                     ,CV-851,CV-865,Carretera Convencional de doble calzada,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,Niebla ligera,Nivel amarillo,,No,No,No,No,No,No,No,2023,4,VIERNES,19,Noche,Dias laborables
88.13,1,0,0,22442,03121,Recta,Carretera,Por alcance                                        ,N-332,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,No,No,No,No,No,Sí,No,2023,4,LUNES,10,Mañana,Dias laborables
,1,0,0,22443,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,4,VIERNES,13,Tarde,Dias laborables
,1,0,0,22444,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,4,MARTES,17,Tarde,Dias laborables
,1,0,0,22445,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,4,VIERNES,10,Mañana,Dias laborables
,1,0,0,22446,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,4,SÁBADO,13,Tarde,Fines de semana
8.8,2,0,0,22447,03121,Curva sin señalizar,Carretera,"Salida de la vía por la izquierda, otro tipo       ",CV-851,CV-865,Carretera Convencional de doble calzada,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,No,No,Sí,No,No,Sí,No,2023,5,MIÉRCOLES,11,Mañana,Dias laborables
11.414,1,0,0,22448,03121,Curva señalizada,Carretera,Salida de la vía por la izquierda con colisión     ,,CV-865,Carretera Convencional de doble calzada,Autonómica,Ascendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2023,5,JUEVES,23,Noche,Dias laborables
85.829,4,0,0,22449,03121,Recta,Carretera,Frontal                                            ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,5,DOMINGO,10,Mañana,Fines de semana
,1,0,0,22450,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Otro,Estatal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,No,No,No,No,No,No,Sí,2023,4,VIERNES,9,Mañana,Dias laborables
11.7,1,0,0,22451,03121,Curva señalizada,Carretera,Fronto-lateral                                     ,N-332,CV-865,Carretera Convencional de calzada única,Autonómica,Descendente,Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Nivel blanco,,No,No,Sí,No,No,Sí,No,2023,5,SÁBADO,0,Madrugada,Fines de semana
,2,0,0,22452,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,"Luz del día natural, solar",Lluvia fuerte,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,5,SÁBADO,13,Tarde,Fines de semana
81.39,1,0,0,22453,03121,Recta,Carretera,Salida de la vía por la derecha con colisión       ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,6,SÁBADO,5,Madrugada,Fines de semana
81.0,5,0,0,22454,03121,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,6,MARTES,11,Mañana,Dias laborables
82.8,1,0,0,22455,03121,Curva señalizada,Carretera,Salida de la vía por la derecha con colisión       ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,6,MIÉRCOLES,2,Madrugada,Dias laborables
,1,0,0,22456,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,5,SÁBADO,14,Tarde,Fines de semana
84.0,1,0,0,22457,03121,Curva señalizada,Carretera,Salida de la vía por la izquierda con despeñamiento,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,6,MIÉRCOLES,1,Madrugada,Dias laborables
91.9,7,0,0,22458,03121,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,No,No,Sí,No,No,No,No,2023,6,LUNES,11,Mañana,Dias laborables
9.9,2,0,0,22459,03121,Curva sin señalizar,Carretera,Lateral                                            ,EL-20,CV-865,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,Sí,No,2023,6,DOMINGO,20,Noche,Fines de semana
,1,0,0,22460,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,"Luz del día natural, solar",Nublado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,5,SÁBADO,15,Tarde,Fines de semana
,1,0,0,22461,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,Sí,No,No,Sí,No,2023,6,LUNES,7,Mañana,Dias laborables
,1,0,0,22462,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2023,6,JUEVES,14,Tarde,Dias laborables
,1,0,0,22463,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Otro,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,7,MIÉRCOLES,20,Noche,Dias laborables
82.7,2,0,0,22464,03121,Recta,Carretera,Frontal                                            ,,N-332,Carretera Convencional de calzada única,Estatal,Ambos,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,7,MARTES,12,Tarde,Dias laborables
11.8,1,0,0,22465,03121,Recta,Carretera,Por alcance                                        ,N-332,CV-865,Carretera Convencional de doble calzada,Autonómica,Descendente,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,7,DOMINGO,23,Noche,Fines de semana
,1,0,0,22466,03121,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel verde,,No,No,Sí,No,No,Sí,No,2023,6,JUEVES,13,Tarde,Dias laborables
,1,0,0,22467,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,6,MIÉRCOLES,11,Mañana,Dias laborables
,1,0,0,22468,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,Sí,2023,6,JUEVES,10,Mañana,Dias laborables
,0,1,0,22469,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2023,7,MARTES,17,Tarde,Dias laborables
,2,0,0,22470,03121,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel verde,,No,No,No,No,No,No,No,2023,7,JUEVES,18,Noche,Dias laborables
,1,0,0,22471,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,7,MARTES,20,Noche,Dias laborables
83.024,4,0,0,22472,03121,Curva señalizada,Carretera,Frontal                                            ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,8,DOMINGO,9,Mañana,Fines de semana
,2,0,0,22473,03121,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,7,VIERNES,9,Mañana,Dias laborables
,1,0,0,22474,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,8,SÁBADO,19,Noche,Fines de semana
,1,0,0,22475,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,7,MARTES,8,Mañana,Dias laborables
,1,0,0,22476,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,Sí,No,No,No,2023,7,VIERNES,10,Mañana,Dias laborables
9.603,1,0,0,22477,03121,Recta,Carretera,Salida de la vía por la derecha otro tipo          ,,CV-865,Carretera Convencional de doble calzada,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,8,LUNES,8,Mañana,Dias laborables
8.6,1,0,0,22478,03065,Recta,Carretera,Fronto-lateral                                     ,CV-851,CV-865,Carretera Convencional de doble calzada,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,Niebla ligera,Nivel blanco,,No,No,No,No,No,No,No,2023,8,MARTES,12,Tarde,Dias laborables
,1,0,0,22479,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,No,No,No,Sí,No,No,Sí,2023,8,VIERNES,21,Noche,Dias laborables
,2,0,0,22480,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Sin especificar,,No,No,No,Sí,No,No,Sí,2023,8,VIERNES,18,Noche,Dias laborables
,1,0,0,22481,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,Sí,No,No,Sí,2023,8,MIÉRCOLES,18,Noche,Dias laborables
,0,0,1,22482,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,8,LUNES,17,Tarde,Dias laborables
,1,0,0,22483,03121,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,8,SÁBADO,13,Tarde,Fines de semana
87.7,1,0,0,22484,03121,Curva señalizada,Carretera,Por alcance                                        ,N-332,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2023,8,JUEVES,18,Noche,Dias laborables
82.959,1,0,0,22485,03121,Curva señalizada,Carretera,Lateral                                            ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,9,MARTES,23,Noche,Dias laborables
88.0,1,0,0,22486,03121,Recta,Carretera,Fronto-lateral                                     ,N-332,N-332,Carretera Convencional de calzada única,Estatal,Ambos,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,No,No,No,Sí,No,No,No,2023,9,SÁBADO,10,Mañana,Fines de semana
11.7,2,0,0,22487,03121,Recta,Carretera,Fronto-lateral                                     ,N-332,CV-865,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2023,9,DOMINGO,12,Tarde,Fines de semana
93.0,1,0,0,22488,03121,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,9,VIERNES,7,Mañana,Dias laborables
88.0,1,0,0,22489,03121,Curva señalizada,Carretera,Fronto-lateral                                     ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,Sí,2023,9,MIÉRCOLES,19,Noche,Dias laborables
