KM,TOTAL_HL24H,TOTAL_HG24H,TOTAL_MU24H,id,COD_MUNICIPIO,TRAZADO_PLANTA,ZONA,TIPO_ACCIDENTE,CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,PRIORI_AGENTE,PRIORI_CIRCUNSTANCIAL,PRIORI_HORIZ_CEDA,PRIORI_HORIZ_STOP,PRIORI_SEMAFORO,PRIORI_VERT_CEDA,PRIORI_VERT_STOP,ANYO,MES,DIA,HORA,FRANJA_HORARIA,TIPO_DIA
,1,0,0,22490,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,No,No,No,Sí,No,No,Sí,2023,8,VIERNES,10,Mañana,Dias laborables
,1,0,0,22491,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,Sí,No,No,Sí,2023,10,MIÉRCOLES,19,Noche,Dias laborables
11.8,1,0,0,22492,03121,Curva señalizada,Carretera,Otro tipo de accidente                             ,,CV-865,Carretera Convencional de doble calzada,Autonómica,Descendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2023,10,MIÉRCOLES,9,Mañana,Dias laborables
,1,0,0,22493,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Con aceite,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,9,LUNES,18,Noche,Dias laborables
,1,0,0,22494,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,Sí,No,No,Sí,No,2023,10,LUNES,8,Mañana,Dias laborables
81.1,3,0,1,22495,03121,Recta,Carretera,Fronto-lateral                                     ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2023,11,MARTES,19,Noche,Dias laborables
11.8,1,0,0,22496,03121,Curva señalizada,Carretera,Fronto-lateral                                     ,N-332,CV-865,Carretera Convencional de calzada única,Autonómica,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,11,MIÉRCOLES,15,Tarde,Dias laborables
88.097,0,1,0,22497,03121,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2023,11,MARTES,14,Tarde,Dias laborables
,1,0,0,22498,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,Sí,2023,6,MIÉRCOLES,19,Noche,Dias laborables
,1,0,0,22499,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,7,SÁBADO,15,Tarde,Fines de semana
,2,0,0,22500,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,Sí,No,No,Sí,2023,7,DOMINGO,13,Tarde,Fines de semana
,1,0,0,22501,03121,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,Sí,No,No,Sí,2023,7,DOMINGO,14,Tarde,Fines de semana
,1,0,0,22502,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,7,MARTES,12,Tarde,Dias laborables
,2,0,0,22503,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,7,MIÉRCOLES,12,Tarde,Dias laborables
,2,0,0,22504,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,No,No,No,Sí,No,No,Sí,2023,11,MIÉRCOLES,13,Tarde,Dias laborables
,2,0,0,22505,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,Sí,No,No,2023,9,SÁBADO,20,Noche,Fines de semana
,0,1,0,22506,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,9,SÁBADO,17,Tarde,Fines de semana
,1,0,0,22507,03121,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,Sí,No,No,Sí,No,2023,11,VIERNES,10,Mañana,Dias laborables
92.5,1,0,0,22508,03121,Recta,Carretera,Por alcance                                        ,,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,11,SÁBADO,8,Mañana,Fines de semana
,2,0,0,22509,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,"Luz del día natural, solar",Lluvia fuerte,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,5,SÁBADO,13,Tarde,Fines de semana
,0,1,0,22510,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,9,DOMINGO,10,Mañana,Fines de semana
,1,0,0,22511,03121,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,No,No,No,No,No,No,No,2023,10,VIERNES,14,Tarde,Dias laborables
9.6,0,1,0,22512,03121,Recta,Carretera,Lateral                                            ,,CV-865,Carretera Convencional de doble calzada,Autonómica,Ascendente,Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,11,MIÉRCOLES,18,Noche,Dias laborables
,1,0,0,22513,03121,No aplica,Calle,Frontal                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,11,DOMINGO,16,Tarde,Fines de semana
,1,0,0,22514,03121,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel rojo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,8,MIÉRCOLES,13,Tarde,Dias laborables
,1,0,0,22515,03121,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,8,JUEVES,11,Mañana,Dias laborables
,0,2,0,22516,03121,No aplica,Calle,Sólo salida de la vía                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,8,VIERNES,1,Madrugada,Dias laborables
,1,0,0,22517,03121,No aplica,Calle,Frontal                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Nublado,,Sin especificar,,No,No,No,Sí,No,No,Sí,2023,11,VIERNES,9,Mañana,Dias laborables
,1,0,0,22518,03121,No aplica,Calle,Colisión contra obstáculo o elemento de la vía     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,10,SÁBADO,1,Madrugada,Fines de semana
,1,0,0,22519,03121,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,11,MIÉRCOLES,12,Tarde,Dias laborables
,3,0,0,22520,03121,No aplica,Calle,Múltiple o en caravana                             ,,No inventariada,Calle,Municipal,Se desconoce,Mojado,"Luz del día natural, solar",Lluvia fuerte,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,5,MARTES,8,Mañana,Dias laborables
,2,0,0,22521,03121,No aplica,Calle,Múltiple o en caravana                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,5,MIÉRCOLES,13,Tarde,Dias laborables
,1,0,0,22522,03121,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,5,LUNES,13,Tarde,Dias laborables
,1,0,0,22523,03121,No aplica,Calle,Salida de la vía por la derecha con vuelco         ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,No,No,No,No,No,Sí,No,2023,5,SÁBADO,5,Madrugada,Fines de semana
,1,0,0,22524,03121,No aplica,Calle,Otro tipo de accidente                             ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,No,No,No,No,No,No,No,2023,12,MIÉRCOLES,16,Tarde,Dias laborables
86.4,1,0,0,22525,03121,Curva señalizada,Carretera,Salida de la vía por la derecha otro tipo          ,,N-332,Carretera Convencional de calzada única,Estatal,Descendente,Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,12,JUEVES,20,Noche,Dias laborables
,0,0,1,22526,03122,No aplica,Calle,Atropello a personas                               ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,SÁBADO,20,Noche,Fines de semana
,1,0,0,22527,03122,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,VIERNES,13,Tarde,Dias laborables
,1,0,0,22528,03122,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,JUEVES,14,Tarde,Dias laborables
,1,0,0,22529,03122,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,VIERNES,13,Tarde,Dias laborables
,0,1,0,22530,03122,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,SÁBADO,13,Tarde,Fines de semana
,1,0,0,22531,03122,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,MARTES,15,Tarde,Dias laborables
,1,0,0,22532,03122,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,SÁBADO,14,Tarde,Fines de semana
,1,0,0,22533,03122,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,1,MARTES,13,Tarde,Dias laborables
,1,0,0,22534,03122,No aplica,Calle,Lateral                                            ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,2,MIÉRCOLES,9,Mañana,Dias laborables
,1,0,0,22535,03122,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,2,MIÉRCOLES,15,Tarde,Dias laborables
,1,0,0,22536,03122,No aplica,Calle,Caída                                              ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Se desconoce,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,2,VIERNES,17,Tarde,Dias laborables
,2,0,0,22537,03122,No aplica,Calle,Por alcance                                        ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,Sin luz natural y con iluminación artificial encen,Se desconoce,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,2,VIERNES,19,Noche,Dias laborables
,1,0,0,22538,03122,No aplica,Calle,Fronto-lateral                                     ,,No inventariada,Calle,Municipal,Se desconoce,Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2023,3,SÁBADO,10,Mañana,Fines de semana
